path,last_commit,first_line,recommended_action,reason
docs/concepts/performance_considerations.md,2025-11-12,# Performance Considerations for Pipeline Stages,keep,User-facing documentation section.
docs/concepts/modules.md,2025-11-09,# Module Interconnections,keep,User-facing documentation section.
docs/concepts/index.md,2025-11-06,# Concepts,keep,User-facing documentation section.
docs/concepts/frontend_design.md,2025-10-29,# DSA-110 Continuum Imaging Pipeline: Front-End Design Strategy,keep,User-facing documentation section.
docs/concepts/pipeline_patterns.md,2025-11-12,# Pipeline Stage Patterns and Anti-Patterns,keep,User-facing documentation section.
docs/concepts/ese_detection_architecture.md,untracked,# ESE Detection Architecture,keep,User-facing documentation section.
docs/concepts/environment_dependency_enforcement.md,2025-11-12,# Environment Dependency Enforcement Framework,keep,User-facing documentation section.
docs/concepts/DIRECTORY_ARCHITECTURE.md,2025-11-10,# DSA-110 Directory Architecture,keep,User-facing documentation section.
docs/concepts/DIAGRAM_REVIEW_FINDINGS.md,2025-11-09,# Mermaid Diagram Workflow Review Findings,keep,User-facing documentation section.
docs/concepts/pipeline_production_features.md,2025-11-12,# Pipeline Production Features,keep,User-facing documentation section.
docs/concepts/dashboard_vision_and_design.md,2025-11-12,"# DSA-110 Dashboard: Vision, Philosophy & Design Principles",keep,User-facing documentation section.
docs/concepts/dashboard_state_management.md,2025-11-12,# DSA-110 Dashboard: State Management & Real-Time Updates,keep,User-facing documentation section.
docs/concepts/pipeline_stage_architecture.md,2025-11-12,# Pipeline Stage Architecture,keep,User-facing documentation section.
docs/concepts/dashboard_mockups.md,2025-10-29,# DSA-110 Dashboard UI Mockups,keep,User-facing documentation section.
docs/concepts/dashboard_future_roadmap.md,2025-11-12,# DSA-110 Dashboard: Future Enhancements & Roadmap,keep,User-facing documentation section.
docs/dev/VISUALIZATION_METHODS_COMPARISON.md,2025-11-10,# Visualization Methods Comparison: VAST Tools vs DSA-110,archive,Status/analysis docs better suited for internal archive.
docs/dev/WARNINGS_CHECKIN.md,2025-11-09,# Warnings and Errors Check-in,archive,Status/analysis docs better suited for internal archive.
docs/dev/WARNINGS_STATUS.md,2025-11-09,# Warnings Encountered During Testing - Status,archive,Status/analysis docs better suited for internal archive.
docs/analysis/ANALYSIS_WORKSPACE_TOOLS.md,2025-11-12,# Analysis Workspace: Complementary Tools & Libraries,archive,Status/analysis docs better suited for internal archive.
docs/dev/web_interface_analysis.md,untracked,# Web Interface Analysis: Observability Modules,archive,Status/analysis docs better suited for internal archive.
docs/dev/workflow_navigation_implementation.md,untracked,# Workflow-Optimized Navigation Implementation,archive,Status/analysis docs better suited for internal archive.
docs/analysis/API_ENDPOINTS_IMPLEMENTED.md,2025-11-10,# API Endpoints Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/csv_fallback_disabled.md,untracked,# CSV Fallback Disabled - SQLite Required,archive,Status/analysis docs better suited for internal archive.
docs/dev/EXTERNAL_CATALOG_AND_ESE_INTEGRATION_COMPLETE.md,2025-11-10,# External Catalog Module and ESE Integration - Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/calibrator-detection-investigation.md,2025-11-09,# Calibrator Detection Investigation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase2_implementation_summary.md,untracked,# Phase 2 Implementation Summary: Pipeline Stage Monitoring Dashboard,archive,Status/analysis docs better suited for internal archive.
docs/dev/RAX_RACS_NAMING_CLARIFICATION.md,2025-11-10,# RAX vs RACS Naming Clarification,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_failure_tracking.md,2025-11-12,# Test Failure Tracking,archive,Status/analysis docs better suited for internal archive.
docs/analysis/CARTA_PHASE2_TODO.md,2025-11-09,# CARTA Integration - Phase 2 TODO (Working Document),archive,Status/analysis docs better suited for internal archive.
docs/analysis/COMMAND_LINE_TEST_RESULTS.md,2025-11-10,# Command Line Testing Results,archive,Status/analysis docs better suited for internal archive.
docs/concepts/streaming-architecture.md,2025-11-07,# Streaming Service Architecture,keep,User-facing documentation section.
docs/analysis/CORE_VALIDATION_PLAN.md,2025-11-11,# Core Functionality Validation Plan,archive,Status/analysis docs better suited for internal archive.
docs/dev/catalog_tests_update.md,untracked,# Catalog Query Tests Update,archive,Status/analysis docs better suited for internal archive.
docs/dev/catalog_tests_summary.md,untracked,# Catalog Query Tests - Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/CRITICAL_MOSAIC_REGRIDDING_ISSUE.md,2025-11-09,# Critical Mosaic Regridding Issue,archive,Status/analysis docs better suited for internal archive.
docs/concepts/STREAMING_MOSAIC_WORKFLOW.md,2025-11-09,# Streaming Mosaic Generation Workflow,keep,User-facing documentation section.
docs/dev/catalog_query_implementation_complete.md,untracked,# Catalog Query Implementation - Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DASHBOARD_FRONTEND_DOCUMENTATION_INDEX_COMPLETE.md,2025-11-12,# Complete Dashboard & Frontend Documentation Index,archive,Status/analysis docs better suited for internal archive.
docs/dev/CROSS_MATCHING_DUPLICATE_HANDLING.md,2025-11-10,# Cross-Matching Duplicate Handling Implementation,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DASHBOARD_OVERVIEW_DETAILED.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Comprehensive Dashboard Overview,archive,Status/analysis docs better suited for internal archive.
docs/dev/CROSS_MATCHING_IMPLEMENTATION.md,2025-11-10,# Cross-Matching Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/concepts/TEST_ORGANIZATION_ENFORCEMENT.md,untracked,# Test Organization Enforcement System,keep,User-facing documentation section.
docs/dev/CROSS_MATCHING_INTEGRATION_COMPLETE.md,2025-11-10,# Cross-Matching Integration Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DASHBOARD_REVIEW.md,2025-11-12,# DSA-110 Pipeline Dashboard - Comprehensive Review,archive,Status/analysis docs better suited for internal archive.
docs/dev/CROSS_MATCHING_NEXT_STEPS_COMPLETE.md,2025-11-10,# Cross-Matching Next Steps - Implementation Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DASHBOARD_OVERVIEW.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Dashboard Overview,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DEEP_STUDY_COMPREHENSIVE.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Comprehensive Deep Study,archive,Status/analysis docs better suited for internal archive.
docs/dev/NEXT_STEPS_TEST_VERIFICATION.md,2025-11-12,# Next Steps: Test Verification,archive,Status/analysis docs better suited for internal archive.
docs/dev/CROSS_MATCHING_TESTS_SUMMARY.md,2025-11-10,# Cross-Matching Unit Tests Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DEEP_STUDY_2025_01_XX.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Deep Study Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DASHBOARD_TEMPLATE_RECOMMENDATIONS.md,2025-11-12,# Dashboard Template Recommendations for DSA-110 Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/dev/CROSS_MATCHING_STREAMING_INTEGRATION.md,2025-11-10,# Cross-Matching Integration in Streaming Mode,archive,Status/analysis docs better suited for internal archive.
docs/dev/CROSSMATCH_STAGE_FULLY_TESTABLE_SOLUTION.md,untracked,# CrossMatchStage Fully Testable Solution,archive,Status/analysis docs better suited for internal archive.
docs/dev/CRITICAL_REVIEW_SYNTHETIC_DATA_RADIO_ASTRONOMY.md,untracked,# Critical Review: Synthetic Data Generation from Radio Astronomy Perspective,archive,Status/analysis docs better suited for internal archive.
docs/concepts/TEST_ORGANIZATION.md,untracked,# Test Organization Strategy,keep,User-facing documentation section.
docs/analysis/DASHBOARD_FRONTEND_DOCUMENTATION_INDEX.md,2025-11-12,# Dashboard & Frontend Documentation Index,archive,Status/analysis docs better suited for internal archive.
docs/analysis/DEEP_STUDY_SUMMARY.md,2025-11-12,# Deep Study Summary: DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/dev/nvss_query_optimization.md,untracked,# NVSS Catalog Query Performance Optimization,archive,Status/analysis docs better suited for internal archive.
docs/dev/OPTIMIZATION_COMPLETE.md,2025-11-11,# Test Optimization Implementation - Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/docker-networking-fix.md,2025-11-09,# Docker Networking Fix - Complete ✅,archive,Status/analysis docs better suited for internal archive.
docs/dev/OUTPUT_SUPPRESSION_EXCEPTIONS.md,untracked,# Output Suppression Exceptions,archive,Status/analysis docs better suited for internal archive.
docs/analysis/documentation-improvement-plan.md,2025-11-07,# Documentation Improvement Plan,archive,Status/analysis docs better suited for internal archive.
docs/dev/OUTPUT_SUPPRESSION_TO_100_PERCENT.md,untracked,# Getting Output Suppression to 100% Prevention,archive,Status/analysis docs better suited for internal archive.
docs/analysis/rephase_concat_analysis.md,2025-11-06,# Rephasing + Concatenation Analysis,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_browser_testing_complete.md,untracked,# Phase 1 Browser Testing - Complete ✅,archive,Status/analysis docs better suited for internal archive.
docs/analysis/rephase_concat_recommendation.md,2025-11-06,# Rephasing + Concatenation: Recommendation,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_completion_summary.md,untracked,# Phase 1 Implementation - Complete Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/RUNTIME_TESTING_RESULTS.md,2025-11-10,# Runtime Testing Results,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_next_steps_detailed.md,untracked,# Phase 1 Next Steps - Detailed Guide,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_programmatic_verification.md,untracked,# Phase 1 Programmatic Verification Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/streaming-docs-assessment.md,2025-11-07,# Streaming Documentation Assessment,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_test_checklist.md,untracked,# Phase 1 Testing Checklist,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_test_results.md,untracked,# Phase 1 Testing Results,archive,Status/analysis docs better suited for internal archive.
docs/analysis/SYNTHETIC_DATA_CONFIDENCE_ASSESSMENT.md,untracked,# Synthetic Data Generation/Analysis/Testing Suite: Confidence Assessment,archive,Status/analysis docs better suited for internal archive.
docs/analysis/STRUCTURE_DOCUMENTATION_ORGANIZATION_STUDY.md,2025-11-10,"# Deep Study: Structure, Documentation, and Organizational Layout",archive,Status/analysis docs better suited for internal archive.
docs/analysis/RUNTIME_TESTING_SUMMARY.md,2025-11-10,# Runtime Testing Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_implementation_status.md,untracked,# Phase 1 Implementation Status,archive,Status/analysis docs better suited for internal archive.
docs/analysis/RESIDUAL_VISUALIZATION_DEFERRED.md,2025-11-09,# Residual Visualization - Deferred Decision,archive,Status/analysis docs better suited for internal archive.
docs/analysis/SYNTHETIC_DATA_PIPELINE_STAGE_COVERAGE.md,untracked,# Synthetic Data Pipeline Stage Coverage Assessment,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase2_testing_summary.md,untracked,# Phase 2 Testing Summary: Pipeline Stage Monitoring Dashboard,archive,Status/analysis docs better suited for internal archive.
docs/analysis/SYNTHETIC_DATA_REPRESENTATIVENESS.md,untracked,"# Synthetic Data Representativeness: Can We Trust ""Works on Synthetic = Works on Real""?",archive,Status/analysis docs better suited for internal archive.
docs/dev/phase3_backend_complete.md,untracked,# Phase 3 Backend Implementation Complete,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase3_complete.md,untracked,# Phase 3 Implementation Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/testing_results.md,2025-11-11,# Testing Results Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase3_frontend_complete.md,untracked,# Phase 3 Frontend Implementation Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/TIMEOUT_STRATEGY_IMPLEMENTATION.md,2025-11-09,# Timeout Strategy Implementation,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase2_implementation_plan.md,untracked,# Phase 2: Pipeline Stage Monitoring Dashboard,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_browser_testing_summary.md,untracked,# Phase 1 Browser Testing Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase1_backend_testing_complete.md,untracked,# Phase 1 Backend API Testing - Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/TESTING_COMPLETE.md,2025-11-10,# Testing Complete ✅,archive,Status/analysis docs better suited for internal archive.
docs/analysis/UNANTICIPATED_ISSUES.md,2025-11-12,# Unanticipated Issues: Trial and Error Discoveries,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase3_implementation_plan.md,untracked,# Phase 3: Advanced Monitoring Implementation Plan,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase3_testing_summary.md,untracked,# Phase 3 Testing Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/FINAL_TESTING_SUMMARY.md,2025-11-06,# Final Testing Summary: pyradiosky + DP3 Integration,archive,Status/analysis docs better suited for internal archive.
docs/dev/phase3_ui_testing_complete.md,untracked,# Phase 3 UI Testing Complete,archive,Status/analysis docs better suited for internal archive.
docs/analysis/FINAL_TEST_RESULTS.md,2025-11-10,# Final Command Line Test Results,archive,Status/analysis docs better suited for internal archive.
docs/dev/PYTEST_REDIRECTION_FIX.md,untracked,# Pytest Redirection Error Fix,archive,Status/analysis docs better suited for internal archive.
docs/analysis/FINAL_RECOMMENDATION.md,2025-11-06,# Final Recommendation: pyradiosky Integration,archive,Status/analysis docs better suited for internal archive.
docs/dev/PYTHON_WARNING_SUPPRESSION_SETUP.md,2025-11-09,# Python Warning Suppression Setup,archive,Status/analysis docs better suited for internal archive.
docs/dev/qa_fast_validation_implementation.md,2025-11-12,# Fast Validation Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/qa_phase4_status.md,2025-11-12,# QA System Phase 4: Integration and Testing Status,archive,Status/analysis docs better suited for internal archive.
docs/analysis/FORCED_PHOTOMETRY_TESTS.md,2025-11-10,# Forced Photometry Unit Tests,archive,Status/analysis docs better suited for internal archive.
docs/dev/qa_refactoring_plan.md,2025-11-12,# QA System Refactoring Plan - Phase 3,archive,Status/analysis docs better suited for internal archive.
docs/dev/qa_refactoring_progress.md,2025-11-12,# QA System Refactoring Progress,archive,Status/analysis docs better suited for internal archive.
docs/analysis/FORCED_PHOTOMETRY_ENHANCEMENTS.md,2025-11-10,# Forced Photometry Enhancements - Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/FIXES_VERIFICATION_REPORT.md,2025-11-12,# Mosaic Fixes Verification Report,archive,Status/analysis docs better suited for internal archive.
docs/analysis/unanticipated_issues_verification.md,2025-11-12,# Unanticipated Issues: Code Verification and Documentation Status,archive,Status/analysis docs better suited for internal archive.
docs/dev/CONDA_ENVIRONMENT_WARNINGS.md,2025-11-09,# Conda Environment Warning Suppression,archive,Status/analysis docs better suited for internal archive.
docs/examples/real_world_examples.md,2025-11-12,# Real-World Pipeline Examples,keep,User-facing documentation section.
docs/analysis/DASHBOARD_DESIGN_IMPROVEMENTS.md,untracked,# Dashboard Web Design Improvements,archive,Status/analysis docs better suited for internal archive.
docs/concepts/streaming_vs_orchestrator.md,untracked,# Distinction: Streaming Converter vs Mosaic Orchestrator,keep,User-facing documentation section.
docs/analysis/IMPLEMENTATION_PHASE2.md,untracked,# Implementation Phase 2 - Visual Improvements & UX Enhancements,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PHASE10.md,untracked,"# Implementation Phase 10 - Final Polish: Collapsible Sections, Typography Cleanup, Table Enhancements",archive,Status/analysis docs better suited for internal archive.
docs/dev/ci_cd_e2e_integration.md,2025-11-11,# CI/CD E2E Test Integration,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PHASE3.md,untracked,"# Implementation Phase 3 - Typography, Tables, and Component Enhancements",archive,Status/analysis docs better suited for internal archive.
docs/dev/qa_system_implementation_complete.md,2025-11-12,# QA System Implementation - Complete Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/qa_system_implementation_plan.md,2025-11-12,# QA System Implementation Plan,archive,Status/analysis docs better suited for internal archive.
docs/analysis/CURSOR_CHAT_DEVELOPMENT_HISTORY.md,2025-11-12,# Development History: Cursor Chat Exports Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/CRITICAL_REVIEW_SYNTHETIC_DATA.md,untracked,# Critical Review: Synthetic Data Generation and Use Capabilities,archive,Status/analysis docs better suited for internal archive.
docs/dev/qa_system_implementation_status.md,2025-11-12,# QA System Implementation Status,archive,Status/analysis docs better suited for internal archive.
docs/dev/catalog_migration_to_sqlite.md,untracked,# Catalog Migration to SQLite-First Architecture,archive,Status/analysis docs better suited for internal archive.
docs/analysis/CARTA_PHASE1_TODO.md,2025-11-12,# CARTA Integration - Phase 1 TODO (Working Document),archive,Status/analysis docs better suited for internal archive.
docs/dev/qa_validation_performance_strategy.md,2025-11-12,# QA Validation Performance Strategy: Sub-60-Second Goal,archive,Status/analysis docs better suited for internal archive.
docs/analysis/CARTA_PHASE1_COMPLETION.md,2025-11-12,# CARTA Integration - Phase 1 Completion Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/QUICK_START_100_PERCENT_CONFIDENCE.md,untracked,# Quick Start: Reaching 100% Confidence,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PHASE4.md,untracked,# Implementation Phase 4 - Additional Component Enhancements,archive,Status/analysis docs better suited for internal archive.
docs/dev/QUICK_WINS_IMPLEMENTATION_SUMMARY.md,untracked,# Quick Wins Implementation Summary: Pipeline Testing → 100%,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PHASE7.md,untracked,# Implementation Phase 7 - Cross-Tab Linking & Spacing Standardization,archive,Status/analysis docs better suited for internal archive.
docs/dev/e2e_testing_docker.md,2025-11-12,# E2E Testing with Docker,archive,Status/analysis docs better suited for internal archive.
docs/dev/DECLINATION_CHANGE_DETECTION.md,2025-11-10,# Declination Change Detection,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PHASE8.md,untracked,# Implementation Phase 8 - Unified Workspace Mode & Unified Search,archive,Status/analysis docs better suited for internal archive.
docs/dev/ese_automated_pipeline_summary.md,untracked,# Automated ESE Detection Pipeline Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/ENFORCEMENT_SUMMARY.md,untracked,# Pytest 2>&1 Error Enforcement Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PRIORITIES.md,2025-11-10,# Implementation Priorities: VAST-Inspired Dashboard,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PHASE9.md,untracked,"# Implementation Phase 9 - Confirmation Dialogs, Visual Flourishes, and Collapsible Sections",archive,Status/analysis docs better suited for internal archive.
docs/dev/ENHANCED_SYNTHETIC_DATA_FEATURES.md,untracked,# Enhanced Synthetic Data Generation Features,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_STATUS.md,untracked,# Dashboard Implementation Status,archive,Status/analysis docs better suited for internal archive.
docs/dev/ENHANCED_SYNTHETIC_DATA_IMPLEMENTATION_SUMMARY.md,untracked,# Enhanced Synthetic Data Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/e2e_testing_complete.md,2025-11-11,# E2E Testing - Complete Implementation ✅,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PHASE6.md,untracked,# Implementation Phase 6 - Cache & Events Component Enhancements + Typography,archive,Status/analysis docs better suited for internal archive.
docs/dev/docker_e2e_setup_complete.md,2025-11-11,# Docker E2E Test Setup - Complete ✅,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_SUMMARY.md,untracked,# Implementation Summary - Visual Design Redesign & Page Consolidation,archive,Status/analysis docs better suited for internal archive.
docs/analysis/IMPLEMENTATION_PHASE5.md,untracked,# Implementation Phase 5 - Pipeline Component Enhancements,archive,Status/analysis docs better suited for internal archive.
docs/analysis/CARTA_INTEGRATION_TODO.md,2025-11-12,# CARTA Integration TODO List,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MASKING_EFFICIENCY_ANALYSIS.md,2025-11-09,# Masking Efficiency Analysis: Masked vs Unmasked Imaging,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MASKED_IMAGING_ANALYSIS.md,2025-11-09,# Masked Imaging Analysis for DSA-110 Continuum Imaging,archive,Status/analysis docs better suited for internal archive.
docs/dev/catalog_logging_migration.md,untracked,# Catalog Query Logging Migration,archive,Status/analysis docs better suited for internal archive.
docs/analysis/MASKING_IMPLEMENTATION_COMPLETE.md,2025-11-09,# Masking Implementation - Completion Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/CARTA_INTEGRATION_ASSESSMENT.md,2025-11-12,# CARTA Integration Assessment for DSA-110 Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/analysis/BUGFIXES_SEMANTIC_HTML.md,untracked,# Bug Fixes: Semantic HTML and React State Management,archive,Status/analysis docs better suited for internal archive.
docs/dev/MOSAIC_PB_FIX_AND_OPTIMIZATION_SUMMARY.md,2025-11-10,# Mosaic PB Correction Fix and PNG Optimization - Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/catalog_implementation_comparison.md,untracked,# Catalog Implementation Comparison: NVSS vs VLASS vs RACS/RAX,archive,Status/analysis docs better suited for internal archive.
docs/analysis/ANTICIPATORY_DASHBOARD_IMPLEMENTATION.md,2025-11-10,# Anticipatory Dashboard Implementation Plan,archive,Status/analysis docs better suited for internal archive.
docs/concepts/pipeline_workflow_visualization.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline: Complete Workflow Visualization,keep,User-facing documentation section.
docs/concepts/dashboard_frontend_architecture.md,2025-11-12,# DSA-110 Dashboard: Frontend Architecture & Implementation,keep,User-facing documentation section.
docs/concepts/dashboard_error_handling.md,2025-11-12,# DSA-110 Dashboard: Error Handling & Resilience,keep,User-facing documentation section.
docs/concepts/dashboard_architecture.md,2025-11-12,# DSA-110 Dashboard: System Architecture & Technology Stack,keep,User-facing documentation section.
docs/concepts/browser_mcp_diagnostics.md,2025-11-12,# Browser MCP Diagnostics Guide,keep,User-facing documentation section.
docs/concepts/browser_mcp_connection_troubleshooting.md,2025-11-12,# Browser MCP Connection Troubleshooting Guide,keep,User-facing documentation section.
docs/concepts/dashboard_data_models.md,2025-11-12,# DSA-110 Dashboard: Data Models & Database Schema,keep,User-facing documentation section.
docs/concepts/browser_mcp_chrome_remote_desktop_architecture.md,2025-11-12,# Browser MCP + Chrome Remote Desktop Architecture,keep,User-facing documentation section.
docs/concepts/architecture.md,2025-11-12,# Concepts: Architecture,keep,User-facing documentation section.
docs/concepts/APPLYING_DEPENDENCY_ENFORCEMENT.md,2025-11-12,# Applying Dependency Enforcement Framework,keep,User-facing documentation section.
docs/concepts/aoflagger.md,2025-11-06,# AOFlagger Strategy Files for DSA-110,keep,User-facing documentation section.
docs/analysis/VALIDATION_FOCUS_SUMMARY.md,2025-11-09,# Validation Focus Summary,archive,Status/analysis docs better suited for internal archive.
docs/concepts/anti_patterns_reference.md,2025-11-12,# Anti-Patterns: Standard Concept Reference,keep,User-facing documentation section.
docs/concepts/GLOSSARY.md,2025-11-06,# Definition: Tile,keep,User-facing documentation section.
internal/docs/dev/analysis/processpool_pickling_fix.md,2025-11-11,# ProcessPoolExecutor Pickling Error Fix,keep,Default keep until manual review.
docs/concepts/control-panel.md,2025-11-06,# DSA-110 Control Panel,keep,User-facing documentation section.
docs/dev/fallback_notification_analysis.md,untracked,# Fallback Notification Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VALIDATION_ISSUES.md,2025-11-09,# Validation Issues and Solutions,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_failures_known_issues.md,2025-11-12,# Known Test Failures and Limitations,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VALIDATION_LEARNINGS.md,2025-11-11,# Validation Learnings and Next Steps,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_failures_casanalysis_investigation.md,2025-11-12,# CASAnalysisPlugin Test Failures - Investigation,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_failures_casanalysis_fixes.md,2025-11-12,# CASAnalysisPlugin Test Fixes - Complete,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_execution_summary.md,2025-11-12,# Test Execution Summary,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_ARCHITECTURE_ANALYSIS.md,2025-11-10,# VAST Architecture Deep Dive Analysis,archive,Status/analysis docs better suited for internal archive.
docs/dev/TEMPLATE_FREE_VS_TEMPLATE_MODE.md,untracked,# Template-Free vs Template-Based Generation: Format Compatibility,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_execution_results.md,2025-11-11,# Test Execution Results,archive,Status/analysis docs better suited for internal archive.
docs/dev/SYNTHETIC_TILES_FLAGGED.md,2025-11-12,# Synthetic Tiles Flagged in Database,archive,Status/analysis docs better suited for internal archive.
docs/dev/SYNTHETIC_DATA_PATH_CONFIGURATION.md,2025-11-12,# Synthetic Data Path Configuration,archive,Status/analysis docs better suited for internal archive.
docs/dev/SYNTHETIC_DATA_FIXES_IMPLEMENTED.md,untracked,# Synthetic Data Generation Fixes - Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/SWIGPY_WARNINGS_SUPPRESSION.md,2025-11-09,# SwigPy Deprecation Warnings - Suppression Guide,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_MOSAIC_AND_ANALYSIS_WORKFLOW.md,2025-11-12,# VAST Mosaic Creation and Analysis Workflow,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_FORCED_PHOTOMETRY_ANALYSIS.md,2025-11-10,# VAST Forced Photometry Utilities Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_PIPELINE_IMAGING_WORKFLOW.md,2025-11-12,# VAST Pipeline Imaging Workflow Analysis,archive,Status/analysis docs better suited for internal archive.
docs/analysis/VAST_DSA110_IMAGING_COMPARISON.md,2025-11-12,# VAST Pipeline vs DSA-110 Imaging Comparison,archive,Status/analysis docs better suited for internal archive.
docs/dev/SWIGPY_INVESTIGATION_SUMMARY.md,2025-11-09,# SwigPy Deprecation Warnings Investigation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/STREAMING_MOSAIC_PNG_GENERATION.md,2025-11-10,# Automatic PNG Visualization Generation in Streaming Mosaic Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/dev/SHELL_PROFILE_SETUP.md,2025-11-09,# Shell Profile Setup for Persistent Warning Suppression,archive,Status/analysis docs better suited for internal archive.
docs/dev/ROADMAP_TO_100_PERCENT_CONFIDENCE.md,untracked,# Roadmap to 100% Confidence in Synthetic Data Suite,archive,Status/analysis docs better suited for internal archive.
docs/dev/REGISTRY_UPDATED.md,2025-11-12,# Registry Updated with Real Data,archive,Status/analysis docs better suited for internal archive.
docs/dev/REAL_TILES_FOR_TESTING.md,2025-11-12,# Real Tiles Found in Registry for Testing,archive,Status/analysis docs better suited for internal archive.
docs/dev/REAL_DATA_SEARCH_RESULTS.md,2025-11-12,# Real Data Search Results,archive,Status/analysis docs better suited for internal archive.
docs/dev/REAL_DATA_FOUND_IN_STAGE.md,2025-11-12,# Real Data Found in /stage/,archive,Status/analysis docs better suited for internal archive.
docs/dev/CATALOG_DB_POPULATION_TIMING.md,2025-11-10,# Catalog Database Population Timing in Pipeline Workflow,archive,Status/analysis docs better suited for internal archive.
